BRANCH;BRANCH_CODE;FILIAL_NAME;STREET_HOUSE;CALCULATION_COMPANY;DELIVER;SERVICE;CHARGE_PLAN;CHARGE_PLAN_WITH_D_G;DISCOUNT;GRANT;MAKET;MAKET_DISCOUNT;RETURN;RETURN_DISCOUNT;CHARGE_FACT;CHARGE_FACT_PENI;MAKET_PENI
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);3763.67;3763.67;0.00;0.00;0.00;0.00;0.00;0.00;3763.67;0.91;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;10166.20;10166.20;0.00;0.00;0.00;0.00;0.00;0.00;10166.20;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;160.04;160.04;0.00;0.00;0.00;0.00;0.00;0.00;160.04;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;тцсо сщб;нрнокемхе;47618.00;47618.00;0.00;0.00;0.00;0.00;0.00;0.00;47618.00;48.03;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;950.00;0.00;0.00;0.00;950.00;11.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;35710.42;35710.42;0.00;0.00;0.00;0.00;0.00;0.00;35710.42;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;114.42;114.42;0.00;0.00;0.00;0.00;0.00;0.00;114.42;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);933.73;933.73;0.00;0.00;0.00;0.00;0.00;0.00;933.73;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 29;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;4755.32;4755.32;0.00;0.00;0.00;0.00;0.00;0.00;4755.32;0.07;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;141.89;141.89;0.00;0.00;0.00;0.00;0.00;0.00;141.89;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо сщб;цнп.бндю;9990.48;9990.48;0.00;0.00;-120.06;0.00;0.00;0.00;9870.42;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо фйу ммж;мюел;624.63;624.63;0.00;0.00;0.00;0.00;0.00;0.00;624.63;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;43.67;43.67;0.00;0.00;0.00;0.00;0.00;0.00;43.67;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо сщб;нрнокемхе;12448.56;12448.56;0.00;0.00;0.00;0.00;0.00;0.00;12448.56;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;150.00;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;10804.86;10804.86;0.00;0.00;0.00;0.00;0.00;0.00;10804.86;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;27.34;27.34;0.00;0.00;0.00;0.00;0.00;0.00;27.34;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 30;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;949.51;949.51;0.00;0.00;0.00;0.00;0.00;0.00;949.51;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;525.13;525.13;0.00;0.00;0.00;0.00;0.00;0.00;525.13;12.31;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо сщб;цнп.бндю;18116.68;18116.68;0.00;0.00;-139.83;0.00;0.00;0.00;17976.85;50.76;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);3010.91;3010.91;0.00;0.00;0.00;0.00;0.00;0.00;3010.91;3.15;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;9057.16;9057.16;0.00;0.00;0.00;0.00;0.00;0.00;9057.16;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;159.84;159.84;0.00;0.00;0.00;0.00;0.00;0.00;159.84;3.40;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо сщб;нрнокемхе;61896.61;61896.61;0.00;0.00;60329.48;0.00;0.00;0.00;122226.09;1102.37;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;50248.88;50173.98;0.00;74.90;0.00;0.00;0.00;0.00;50173.98;678.90;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;91.32;91.32;0.00;0.00;0.00;0.00;0.00;0.00;91.32;2.23;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);887.06;887.06;0.00;0.00;0.00;0.00;0.00;0.00;887.06;0.78;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 31;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;4634.53;4634.53;0.00;0.00;0.00;0.00;0.00;0.00;4634.53;109.93;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;бнгмюц.со.опедярюбхрекеи;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.96;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;1142.16;1142.16;0.00;0.00;0.00;0.00;0.00;0.00;1142.16;20.57;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо сщб;цнп.бндю;31730.74;31730.74;0.00;0.00;-147.67;0.00;0.00;0.00;31583.07;1281.17;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);3587.63;3587.63;0.00;0.00;17.91;0.00;0.00;0.00;3605.54;301.49;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;мюел;1390.95;1390.95;0.00;0.00;0.00;0.00;0.00;0.00;1390.95;11.44;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;104.78;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;20099.88;20099.88;0.00;0.00;0.00;0.00;0.00;0.00;20099.88;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;307.51;307.51;0.00;0.00;0.00;0.00;0.00;0.00;307.51;2.91;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо сщб;нрнокемхе;104452.09;104452.09;0.00;0.00;-13342.17;0.00;0.00;0.00;91109.92;3191.57;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;780.00;0.00;0.00;0.00;780.00;37.97;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;81973.36;81973.36;0.00;0.00;0.00;0.00;0.00;0.00;81973.36;1791.78;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;219.89;219.89;0.00;0.00;0.00;0.00;0.00;0.00;219.89;3.92;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);890.06;890.06;0.00;0.00;4.44;0.00;0.00;0.00;894.50;4.67;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 33;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;5008.04;5008.04;0.00;0.00;0.00;0.00;0.00;0.00;5008.04;80.84;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;522.92;522.92;0.00;0.00;0.00;0.00;0.00;0.00;522.92;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо сщб;цнп.бндю;20427.19;20427.19;0.00;0.00;-148.56;0.00;0.00;0.00;20278.63;34.56;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);5518.03;5518.03;0.00;0.00;0.00;0.00;0.00;0.00;5518.03;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;9733.91;9733.91;0.00;0.00;0.00;0.00;0.00;0.00;9733.91;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;159.21;159.21;0.00;0.00;0.00;0.00;0.00;0.00;159.21;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо сщб;нрнокемхе;70889.49;70889.49;0.00;0.00;69159.13;0.00;0.00;0.00;140048.62;51.64;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо фйу ммж;онбепйю хос;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;400.00;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;45310.87;45310.87;0.00;0.00;0.00;0.00;0.00;0.00;45310.87;1.94;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;113.82;113.82;0.00;0.00;0.00;0.00;0.00;0.00;113.82;0.04;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);1322.27;1322.27;0.00;0.00;0.00;0.00;0.00;0.00;1322.27;1.92;0.00
тцсо "фйу ммж";26;фщс-7;цепнеб рпсдю 27ю;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;4547.00;4547.00;0.00;0.00;0.00;0.00;0.00;0.00;4547.00;1.69;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 9;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;141.89;141.89;0.00;0.00;0.00;0.00;0.00;0.00;141.89;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 9;тцсо фйу ммж;тцсо сщб;цнп.бндю;10999.39;10999.39;0.00;0.00;0.00;0.00;0.00;0.00;10999.39;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 9;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;38.71;38.71;0.00;0.00;0.00;0.00;0.00;0.00;38.71;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 9;тцсо фйу ммж;тцсо сщб;нрнокемхе;14713.80;14713.80;0.00;0.00;0.00;0.00;0.00;0.00;14713.80;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 9;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;8088.29;8088.29;0.00;0.00;0.00;0.00;0.00;0.00;8088.29;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 9;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;25.79;25.79;0.00;0.00;0.00;0.00;0.00;0.00;25.79;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 9;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;1148.11;1148.11;0.00;0.00;0.00;0.00;0.00;0.00;1148.11;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;142.74;142.74;0.00;0.00;0.00;0.00;0.00;0.00;142.74;0.19;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо сщб;цнп.бндю;12264.62;12264.62;0.00;0.00;0.00;0.00;0.00;0.00;12264.62;1427.22;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо фйу ммж;мюел;489.06;489.06;0.00;0.00;0.00;0.00;0.00;0.00;489.06;0.00;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;38.93;38.93;0.00;0.00;0.00;0.00;0.00;0.00;38.93;0.05;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо сщб;нрнокемхе;14798.21;14798.21;0.00;0.00;0.00;0.00;0.00;0.00;14798.21;668.98;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.80;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;7920.62;7920.62;0.00;0.00;0.00;0.00;0.00;0.00;7920.62;515.47;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;25.94;25.94;0.00;0.00;0.00;0.00;0.00;0.00;25.94;0.04;0.00
тцсо "фйу ммж";26;фщс-7;цмеяхмшу 11;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;1148.21;1148.21;0.00;0.00;0.00;0.00;0.00;0.00;1148.21;60.90;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;бнгмюц.со.опедярюбхрекеи;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.60;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;923.30;923.30;0.00;0.00;0.00;0.00;0.00;0.00;923.30;0.08;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо сщб;цнп.бндю;28998.35;28998.35;0.00;0.00;-1181.46;0.00;0.00;0.00;27816.89;4.80;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);4947.41;4947.41;0.00;0.00;0.00;0.00;0.00;0.00;4947.41;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;мюел;727.65;727.65;0.00;0.00;0.00;0.00;0.00;0.00;727.65;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;15592.15;15592.15;0.00;0.00;0.00;0.00;0.00;0.00;15592.15;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;263.84;263.84;0.00;0.00;0.00;0.00;0.00;0.00;263.84;0.02;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо сщб;нрнокемхе;65782.12;65782.12;0.00;0.00;-53007.72;0.00;0.00;0.00;12774.40;19.90;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;150.00;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;58889.80;58889.80;0.00;0.00;0.00;0.00;0.00;0.00;58889.80;50.94;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;165.10;165.10;0.00;0.00;0.00;0.00;0.00;0.00;165.10;0.01;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);1227.40;1227.40;0.00;0.00;0.00;0.00;0.00;0.00;1227.40;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 3;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;1088.16;1088.16;0.00;0.00;0.00;0.00;0.00;0.00;1088.16;0.09;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;бнгмюц.со.опедярюбхрекеи;5263.56;5263.56;0.00;0.00;0.00;0.00;0.00;0.00;5263.56;58.96;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;1096.77;1096.77;0.00;0.00;0.00;0.00;0.00;0.00;1096.77;16.73;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо сщб;цнп.бндю;41648.36;41648.36;0.00;0.00;-613.93;0.00;0.00;0.00;41034.43;1856.41;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);9069.23;9069.23;0.00;0.00;0.00;0.00;0.00;0.00;9069.23;538.75;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;6542.70;6542.70;0.00;0.00;0.00;0.00;0.00;0.00;6542.70;90.19;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;21125.43;21125.43;0.00;0.00;0.00;0.00;0.00;0.00;21125.43;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;307.15;307.15;0.00;0.00;0.00;0.00;0.00;0.00;307.15;5.31;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо сщб;нрнокемхе;124129.42;124129.42;0.00;0.00;73473.53;0.00;0.00;0.00;197602.95;1876.60;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;1150.00;0.00;0.00;0.00;1150.00;0.04;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;80050.17;80050.17;0.00;0.00;0.00;0.00;0.00;0.00;80050.17;1765.79;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;219.51;219.51;0.00;0.00;0.00;0.00;0.00;0.00;219.51;3.44;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);2249.99;2249.99;0.00;0.00;0.00;0.00;0.00;0.00;2249.99;182.64;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 5;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;4167.18;4167.18;0.00;0.00;0.00;0.00;0.00;0.00;4167.18;64.42;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;бнгмюц.со.опедярюбхрекеи;8745.20;8745.20;0.00;0.00;0.00;0.00;0.00;0.00;8745.20;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;874.52;874.52;0.00;0.00;0.00;0.00;0.00;0.00;874.52;0.05;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо сщб;цнп.бндю;38295.05;38295.05;0.00;0.00;274.52;0.00;0.00;0.00;38569.57;2.59;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);6398.24;6398.24;0.00;0.00;0.00;0.00;0.00;0.00;6398.24;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;меопедбхд.пелнмр;4224.50;4224.50;0.00;0.00;0.00;0.00;0.00;0.00;4224.50;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;19870.30;19870.30;0.00;0.00;0.00;0.00;0.00;0.00;19870.30;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;262.38;262.38;0.00;0.00;0.00;0.00;0.00;0.00;262.38;0.01;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо сщб;нрнокемхе;107933.07;107933.07;0.00;0.00;-67079.38;0.00;0.00;0.00;40853.69;6.33;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;окюрмше сяксцх;0.00;0.00;0.00;0.00;1130.00;0.00;0.00;0.00;1130.00;4.11;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;онбепйю хос;0.00;0.00;0.00;0.00;400.00;0.00;0.00;0.00;400.00;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;81855.09;81545.57;0.00;309.52;0.00;0.00;0.00;0.00;81545.57;5.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;174.88;174.88;0.00;0.00;0.00;0.00;0.00;0.00;174.88;0.01;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);1493.97;1493.97;0.00;0.00;0.00;0.00;0.00;0.00;1493.97;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 7;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;3804.21;3804.21;0.00;0.00;0.00;0.00;0.00;0.00;3804.21;0.21;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо фйу ммж;цб мю яндепф. наы. хлсы.;1414.65;1414.65;0.00;0.00;0.00;0.00;0.00;0.00;1414.65;0.01;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо сщб;цнп.бндю;23828.62;23828.62;0.00;0.00;-701.62;0.00;0.00;0.00;23127.00;0.54;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо сщб;цнп.бндю (онбшь.йнщт-р);4610.09;4610.09;0.00;0.00;0.00;0.00;0.00;0.00;4610.09;0.39;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;щйнкнцхъ-мнбняхахпяй;напюыемхе  я  рйн;12569.12;12569.12;0.00;0.00;0.00;0.00;0.00;0.00;12569.12;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо фйу ммж;нрбед. ярнв. бнд янх;390.24;390.24;0.00;0.00;0.00;0.00;0.00;0.00;390.24;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо сщб;нрнокемхе;77122.81;77122.81;0.00;0.00;-47866.24;0.00;0.00;0.00;29256.57;28.80;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо фйу ммж;яндепфюмхе фхкэъ;48438.54;48438.54;0.00;0.00;7.41;0.00;0.00;0.00;48445.95;0.36;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо фйу ммж;уб мю яндепф. наы.хлсы.;268.34;268.34;0.00;0.00;0.00;0.00;0.00;0.00;268.34;0.00;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;лсо "цнпбнднйюмюк";унк.бндю (онбшь.йнщт-р);1198.05;1198.05;0.00;0.00;0.00;0.00;0.00;0.00;1198.05;0.09;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 11;тцсо фйу ммж;тцсо фйу ммж;щщ мю яндепф. наы.хлсы.;7487.76;7487.76;0.00;0.00;0.00;0.00;0.00;0.00;7487.76;0.05;0.00
тцсо "фйу ммж";26;фщс-7;хбюмнбю 13;тцсо фйу ммж;тцсо фйу ммж;бнгмюц.со.опедярюбхрекеи;8603.70;8603.70;0.00;0.00;0.00;0.00;0.00;0.00;8603.70;6.48;0.00
